,titles,label
659,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",0
6872,"Yep. Definitely forgot my daily comic yesterday. Actually, who am I kidding? I remembered. I just didn't do it. ",0
18515,QOTD: &quot;It takes a million efforts to build a relationship yet one fatal error can ruin it all..&quot; True but sad ,0
24240,bexmith ick. That spot is soooo sensitive. It does make everthing stiff. ,0
2998,,0
4421,Mature granny and horny teen hardcore strapon sex,1
9310,Big dick black guy shoves his cock down the throat of ginger fatty,1
26008,"leaving for JTB, why such an early call time? ",0
28260,"Drinking a s0da, god. I feel like a house ",0
17292,"I'm sad I missed Thunder this year  ... thanks to homework and reading ... but hey, the big D (as in derby) is what it's ALL about !!!",0
1184,amateur real milff,1
8380,sitting in a morning class and crashing fast   I hate it,0
27452,cassiduncan oh bob i didnt see it ,0
4268,"Aneeqah Only a pleasure... Someone had better have come brownie joy, and it ain't going to be me  Pigging out vicariously through you!",0
19677,#asot400 --- Best weekend ever ... no livestes tomorrow ... no video stream ... most depressing Sunday ever! ,0
26842,Too Bad about the Blazier game  but we still have a chance!,0
20480,"last day of the holidays, bak 2 skool ",0
29891,Is waiting for dinner why is nobody home yet ,0
10859,work again in 25 mins ,0
12749,Shower Sex Scene BBC vs Big Booty Latina,1
7067,Lecheada por un vecino,1
651,stephenkruiser I am so sorry to hear that!  Take care!,0
20486,ankita_gaba ya both r there today. ,0
7999,"She needed eggs, so she got it them but in a bit different way.",1
4706,Ugh  no school pleaseeeee &lt;/3,0
27410,POWERS OUT. ,0
7640,so failing... 2 outta 5 classes aint too bad ,0
7019,Rubyletters nope. nothing. ,0
9181,"noirem When I was out yesterday, I was amazed at how few people were out, in stores, etc. Kinda scary.... ",0
1139,Mi amante montando,1
24586,TraceyMorroll :O - omg this is not going my way is it ,0
5889,My lola is at the vet getting fixed  i miss my loloh's!  and now mommy's surgery got delayed til the 29th?? ugh! i'll be gone by then!!,0
4621,wants his hat back ,0
17169,"actually kinda tired, even though i should still be driving, coming home from Iowa, but i didnt go, so i'm home already. ",0
22374,CeliineElise well it's better than studying ,0
11283,Newbie teen rides huge black dick and gives head,1
8232,TaskProductions I know  guess it's time to grow up,0
17679,BTW electric chair this monday ,0
19762,Emily didn't make it to the bar ,0
29713,Ending it ? We weren't even going out . But this still sucks ,0
7903,Pretty brunette fucked and bathes after sex,1
24564,doh may have ruined me lawn by being lazy and not watering it enough ,0
2786,Purple Haze - Black Ametuer Vol2 - scene 3,1
11823,Bsuty Blonde Brandi Bae Enjoys Interracial Anal Sex With The Legendary Mandingo,1
5642,"31 days, 2 seminar papers, 1 Spanish exam, 1 play to go. &lt;3  I only want to play Mario Kart with Ruby.  lolz",0
13361,titty test #5,1
12070,doing nothing now ,0
789,going thru town and traffic on bypass is stink ,0
24645,"AdirondackMetal nope.  I always feel sick to my stomach in the morning, been this way for quite a while",0
4460,this weather seriously impeded my shoe choice today ,0
8086,Our stud wants to learn how to make it with women and who better to ask than his weird old James!,1
22391,Rompompom she unplugged the base router before unplugging the wireless. ,0
27498,JoeyDavidson I unfortunately traded mine in   Got $40 for it last month.  Going to rebuy it once it drops in price again.,0
20266,macmuso that sounds awesome. I may have to come and see it - we don't get much opera here in Hobart. ,0
16867,these new Windoze commercials make me queasy ,0
602,Amateur Teen Latina Can't Stop Cumming,1
11201,Tomorrows the last day of spring break  it went by to fast!,0
9926,Saturday morning and I'm at school  oh well...,0
4589,Amateur vs. Big Cock,1
12326,: getting ready for the eve ahead - one last beer with Dax before he facks off ,0
27717,Omg sooo tired rite now  shitty sleep last nite i guess.,0
9566,Jody Santana’s girl bomb ass pussy,1
26382,BLAZING....LMAO  ( NOT YET I WISH  ),0
17282,this is not nicki minaj  im sorry for the lies and decieves i just really love her and she didnt have a twitter...bye guyys,0
17164,I miss yall though ,0
11465,Interracial sex between a tiny blonde a huge black,1
2791,"4 days in York - nice place. photos coming soon. Feeling sick now though, and I'm back at work ",0
12444,omg i need plans for tonight!! no one is doing anything ,0
18194,so lonely ,0
8166,"A2M Buffet #9 Casey Calvert, London Keyes, Juelz Ventura, Ava Devine, Roxy Raye",1
8163,"Anal, ATM and swallow",1
21199,I'm hating myself so much right now. ,0
13421,My breasts are grown,1
10365,Big booty white girl gets super fucked,1
29965,janellecaminker you're so lucky you have air! it's 78 degrees in my house right now and feels no less colder outside ,0
383,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,0
17756,Lost my orders to Great Lakes.    ,0
11101,"listening to @ntfc on bbc northampton.  not going well, not our year ",0
2144,Versione Free - Amici da una vita decidono di fare un film porno...,1
22420,Noodle update: they weren't worth it. They were spicy and rank ,0
10060,Headed 2 a performance...outside...n the rain.  If I do the rain dance backwards will that make it stop? =\,0
18731,was talking to benjamin but he had to get off  missing him already,0
798,need to sleep. but cant ,0
26030,feeling like this song right now  http://tinyurl.com/25cskq ,0
18593,going to bed now...for 6 hours at the very very most.  need to get so much work done tomorrow... ,0
17892,"I can't seem to let go. I hate crying and not having a shoulder to cry on  take me away, I'm gonna hurt somebody. Take me away right now.",0
1229,is crying inside. Please oh please let it rain  so warm.,0
18117,HGhost tomorrow earth day at Balboa park. my friend is driving.i don't have a car.  it should be fun though!,0
18247,Is that a spoiler in the dvd's special features?  Hope not.   ,0
7958,Perky blondes piss on each other and enjoy many cocks,1
9936,Chennai seems to be losing the plot ,0
8683,Feels bummed out.. But had a good time with alec. And misses his girl more than anything. ,0
26242,I am home....................very bored ,0
12062,Right now I wish I had a decent desktop ,0
26749,"laundry, laundry, laundry. grrr!! now i'm remembering why i used to just by new stuff when i ran out of clean clothes. i miss those days ",0
2587,My comp is so screwed up ,0
1323,Still feeling bleh... Spew burps and all ,0
6914,i feel like i need a hug. ,0
20506,Really? 5:00 AM? Really Rune Factory? Really? ,0
9582,Inexperienced Angel Ryder wants her bestfriend to fuck her virgin pussy inside her bedroom,1
12225,so i signed onto Curly Tail's twitter site and i have NO IDEA how to get it to work on my blackberry - i feel like my mom   drea,0
10240,Black Man workout white girl,1
1492,Sexy bare teens porn,1
5066,Smoking teen - MOFOS,1
6148,ear infections blow ,0
17778,cannot find my microphone cable ,0
12036,pattyannblake me too!!!!! ,0
15287,Having a nice night after gig until it gets ruined by Pervy blokes  humph!   can't dance and have fun with Pervy drunken blokes ,0
10777,Let fuck! Try Now: Da‌te‍Me​1​8.com,1
22939,"Scribus is acting weird again. Created A5 booklet, but PDF export gives me some very funky page size and placement/trimming. ",0
13099,Masturbando com um sutia azul,1
16525,vvperry you don't miss me?  I'm sad,0
10920,rbflygal what's a bridal shower without sex toys? ,0
7169,Sophia Castello Fucks Army General,1
9655,The best scenes of the horny milf,1
613,Teacher fucking best teen girl as student  when yeaching her,1
3523,"tommcfly hey, no chance of adding brighton or eastbourne to the UCAP tour? gutted im missing out this time round  i love you guys!",0
9232,demiprassas i knowww it ALWAYS happens like every week. damn. i'll see you regular time on monday ,0
3525,Nice ass teen fucked,1
27500,Tomorrow Anathomy Test  Help me!,0
26253,TalisaO i misss you leees! ,0
3096,"DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum ",0
129,chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,0
27342,Just Woke Up;; Not Feelin' Very Good  Better Catch Up On Some HMWK Soon...,0
10417,novamc I am still on Twilight  got distracted from TV shows. Just wanna know if I should read the 2nd when I am done with the first.,0
27743,is at work ,0
24828,golddiamonds thank you... just having a quiet one!!  nobody to play with ,0
8309,Real amateur gf sucks and fucks,1
14741,"TnMChris I'm doin gud ta, 'cept only had 1 glass of red left  Gig brill but got raging tinnitus now. U ok?",0
18717,im being a total party pooper right now ,0
7395,Super Anal Tittie Fuck Japan Cutie,1
29909,These breakouts better go away by Tuesday. I will NOT be photographed with my boys looking like this. Hellz no ,0
1247,fellation éjac,1
4107,Adult zone http://adultzoneplixy.ga,1
6767,TUSHY Kelsi Monroe passionate anal sex,1
4327,Got zoo much work to do it's not even funny ,0
11565,Black Loving Mom Gets Pounded Hard 12,1
4121,The first video in the world! The guy makes himself a blowjob and the girl fucks him with a strapon.,1
2142,Asian Amateur  Asian,1
4248,gros cul noir defoncer par homme musclé,1
2791,Free porn shy legal age teenager,1
7165,4 - Sofia,1
7812,Femdom Girls order guys to worship their ass,1
5953,See Tapes,1
24294,"her boobs are perhaps the main attraction, it's firm, it's smooth, very nice except the nipple is a bit too 'long' ",0
10245,Extreme monster black cock,1
28866,rachelsuzannee GOOD IDEA! but i have no green paper either ,0
25537,"Butbutbut then again, its like the last day I get to hang with my cuzzies. And that won't be likely to happen ",0
1735,back from the casino a big fat loser! ,0
13432,only creampies,1
3059,Please show me how it's done,1
11523,Viciado,1
5773,awesome Amature fucking on cam -xxfreecams.com,1
3512,18 year old virgin shows her hymen and guy with a huge cock breaks her virgin pussy.,1
18203,"AustGr3m 7.10am now, starts at 8am. Better than the aussie GP for us, I was up at 5am ",0
19015,is over  but that was soooo good! can't wait for the real thing ,0
6142,brendonbossy i reckon! im wearing bed socks for the first time this year  boooooooo to winter,0
4959,Spring time is over  http://twitpic.com/2yagh,0
12742,BIG BOOTY,1
4245,"SarahNicholas poor you, I once asked for pale pink streaks - came out like Ronald MacDonald - wore hat for weeks, horrible experience ",0
2566,Young amateur girl squirting on homemade video,1
3806,Mums soup made my stomach make nasty noises   ,0
5849,"andrewcareaga Tried to listen to the Hold Steady, but there's no way to taste the songs before purchase. ",0
3669,She Puts Her Lingerie On Before Being Fucked In The Ass,1
23288,"Irisheyz77 bethfishreads Oh no, can't believe I missed it! October is a while off now ",0
26508,Last update retracted - I was too happy to think of that piece of shit author being sued to remember to check for a source. It's made up ,0
29881,Ashton's @aplusk tweets aren't appearing in my Tweet Deck LOL Twitter at Capacity again.... ,0
17020,Is never going to eat McDonalds again! They have ruined the humble junior burger with pepper  and now it tastes like crap,0
2180,Nobody likes Leatherhead. ,0
7803,JessieJameson AssCleaner,1
12436,tech n9ne is cancelled ,0
8226,Amateur blondie tricked into having sex at an audition,1
27592,only has ONE direct message ,0
4830,Dick Fucks My Amateur Mature Mom Blonde Hairy Pussy Hot Mature Amateur Mature Amateur Mom Mature Mom Young Old Sex - hot milf cougar voyeur real amateur porn real amateurs amateur porn videos amateurporn,1
28711,Off to bed. Its gonna be a hectic day tomorrow ,0
10970,Ugh.... I should learn how to save money. ,0
3615,JasonArnopp our memberships had expired and to renew them we have to do a new induction which can't happen til next tuesday ,0
1741,amateur teen friends,1
12915,"Kelsie_love really, my boyfriend isn't going to get any siblings?  whatevas, you're totally going to have another one, bitch. FRODO! baha",0
17886,Still clubbin last call aint til 330 but i have hiccups already ,0
29728,josephcorreia good morning bud. Have 3 workshops conflicting this afternoon. May struggle to attend yours ,0
12666,tinkugallery  Call for help if you need it. Tweet when you get home.,0
197,too worried and tired to post tonight ,0
11453,Nice black dick on the white pussy,1
27110,busy day today..got to work at wrong time sucks!!gota go back at 4..till then gota get some studyin done!! ,0
21063,OH: o man im ballin at this fresh prince series finale  http://tinyurl.com/dx6dgt,0
8681,Girls For Sex Here: R‍ealO‍ne2‍4‍.com,1
339,"Riding Along in our Automobile - Finding a cute blonde babe hitchhiking! Elijah & his cock, me & my pussy go full 3Way with this lonely girl! Hot!",1
4239,Big ass girl taken to the ghetto and fucked by two bad guys,1
27591,In a train station with @hexachordal we have left hatalan ,0
22155,Stephanya  whats wrong ,0
18176,SalioElSol08 wired off of redbull doing hw   What you doin?,0
10957,theraerae I'm the same way. ,0
23448,"Awesome weekend. Am buggered as shit now. Got so much stuff to catch up on. For now, need sleep so badly. It's weird sleeping alone again ",0
6804,Gia Derza Spanked and Buttfucked by Military Step-Daddy,1
19703,hoopyfrood  I was disturbed that all the Apple Developers teaching the program are 12 year olds  ...  frightening.,0
6632,katieeeey business nd chemistry ,0
5242,SHARED WIFE WITH FRIENDS-more videos on xxtits.com,1
13565,Back from Urgent Care.  Daughter broke her finger yesterday at softball practice.  We thought it was just jammed . . . ,0
5882,Free actually young porn,1
7101,Fms Argentina (2018-2019),1
17551,anna0116   yeah i do.,0
13274,is having one of those... days ,0
11561,White Milf Needs the Black Dick 28,1
12776,Boquete de qualidade,1
12944,TUTOR4K. Boy profusely played with nice teachers mouth and drilled cunt,1
22187,Bad Throat  too much shout singing at the pub oops!,0
5915,Sex tips for legal age teenagers,1
4033,Tight teen homemade,1
29117,"bripoe Aw man, I wanna see the Terracotta Army. ",0
12328,going home  I want to stay at Katie's  lol. Well I will talk to you guys when i get home. Thats if my laptop will let me on here. peace,0
7299,I'm cold  and nothing seems to be working today like its supposed too...let's see if I can fix something...,0
27695,Harry Mo is missing Mommy  http://apps.facebook.com/dogbook/profile/view/6125748,0
26196,while my pictures are loading im doin home work  english (my worst sybject ),0
642,just finished watching the movie Prayers for Bobby. Broke my heart ,0
10845,"im lonely  keep me company! 22 female, Madison - Wisconsin",0
15885,bananzas Cody is making me play L4D in Christopher's room. ,0
9838,Best Blowjob Ever !,1
8014,I want to stay in bed all day. ,0
12097,j. nympho licks old strapon,1
8318,Outdoor amateur jizzed,1
26803,O...M....G....he killed himself *cries* I am sooo late....with my House episodes ,0
10500,realy realy tiered ,0
575,Helene de Fougerolles,1
20750,"I hate hat HATE how ever time I come back to San Antonio, my allergies act up.  I miss being able to wake up and breath. ",0
7973,Rough anal hardcore sex with Cristina & Dona from Ass Traffic,1
5124,Firefly2020 I didn't win!  my 5 horses came just outside the top 5!,0
1868,No music today. Blip.fm is undergoing maintenance ,0
18558,Wish someone &quot;famous&quot; could help raise awareness about DelaraDarabi.. But I guess that's not glam enough.. ,0
3794,"3 hot teen couples fuck on a sofa Lisa Musa, Faith, Angelina",1
20755,Awwwww i lost my wallet ,0
10827,I'm starving but can't get out of my room cuz there's an unpleasant guest in the house ,0
2264,still up trying to finish a mix ,0
6825,why is it cold out? I thought I could put my winter coat away for good ,0
2451,Pov fellatio porn,1
29997,"Neomic I havta' go pee, but Im scared to walk dwn the hall. Please check for that mouse..Im freaking out! Turn the light on 4 me ",0
25616,EmmytheCat Thanks Emmy! I had a surfboard myself but I wiped out earlier and I can't find it  #pussycatisland,0
10181,"phatelara aww.. I missed it, I had to go tuck the kids in bed! ",0
9233,Sister and brother in the bathroom,1
15138,Yeah! Finally great weather in Ohio!!! For the moment ,0
14197,Updating wordpress plugins...  yes a day without new artwork ,0
9317,Horny Slut Fucks At Parents House While They're Outside,1
20384,Going back to sleep I was woken up far too early ,0
13247,"Rolou uma bela orgia na piscina com a morena safada Alessandra que acabou liberando para vários homens, cena completa no site Teste de Fudelidade",1
8684,Facial cumshot,1
3471,Having delay to 1500 ,0
7480,Role Play ASS Fuck young girl 4some ass whore butt asshole,1
20752,finds greys tough. ,0
676,Adult Movie 2,1
1091,and they advertising fake louis bags as 100% authentic on google  i'm pissed!,0
16758,JanetDamitaJo NOoOoo i miSSed the q &amp; a!!!!! ahh well maybe next timeeee ,0
18755,Hubby bought me a bike tonight. Went for a midnight ride up and down our street. Very fun but am now quite sore. ,0
29743,Gonna try to fall asleep again. Can't imagine not sleeping tonight. ,0
15652,Saturday night. Watching Bruins vs Canadiens...not the same on Versus vs CBC's Hockey Night in Canada. ,0
8979,Xvideos,1
11588,is going 2 finish painting. nd goin 2 clean. ohh wat fun ,0
18747,At gatwick airport and not even flying  made friends with the parking attendant tho so don't have to pay for parking!,0
28426,ladieslovetj I like vadels  there specially cute on me!!!,0
24318,"Lost to the scum, depressed now ",0
17483,seriously trip isn't going as planned I wanna have fun but I'm stuck between a rock n a hard place ugh dammit JUST WANNA HAVE FUN ,0
7931,i know  ouch @gracielag,0
1035,Alternative dutch prostitute gets pussynailed,1
11221,"Loves the sunny weather but is learning lines  Looking forwards to S's tonight, drinks and brownies!",0
2214,Amatuer Fit Pool has fun in the pool,1
29831,I don't want to go to work tomorrow ,0
6821,My littlebrother just got home! I miss him when I'm not here.. ,0
3619,so dissappointed right now guess its not meant to be ,0
14046,trying to figure twitter out  i dnt get it ,0
11126,coloured bitch fucked,1
33,xxxteenworld - free teen porn video 18,1
7120,brasileiro vs argentina,1
15023,Missing my Twitter folks these last couple days.  Haven't been on much. ,0
6103,Hot stepmom likes pussy eating and fucked,1
18470,My flist needs to stop talking about Digimon because now I want to watch it again. And I don't have the time. ,0
21697,There's a rumor a girl at my work did a centerfold in FHM. Google has not helped with my searches.  ? http://blip.fm/~4krhd,0
172,18yo Girls cum compil,1
27160,JohnChow enjoy your beautiful day off. You deserve it.  Mine is rainy  I probably deserve it. LOL,0
28848,Sorry to hear emily. ,0
5475,Hard fuck more videos on 2016camgirls.com,1
14958,"currently sitting in jeans that i've worn way past their use by date... can't stop wearing them, mainly cause they're my only pair ",0
24500,sebby_peek no more fighting ,0
2955,"i have failed you, martha. ",0
15181,'What's your plan?'- Where is my Grandpa when I need him most? ,0
13277,I feel a pat on the back coming on...day 5 of WDPOA done!I do feel deprived as I really wanted chocolate!  Sleep don't think about it!,0
12891,working is crap. ,0
17577,My cat is trying to sit on my laptop ,0
22986,wait let me retract that lOlz cOokies wit sum apple juice playinq on the radiO lOlz uuuqqqhhh I'm makin movesz ,0
9018,"That new Rick Ross CD = A-, A- due to that terrible Tricky Stewart / The-Dream feature.  And I'm a Tricky Stewart stan. ",0
24159,Wossy Show off.... I'm having a sausage roll ,0
6638,cum in anal hole,1
6410,(Chloe Foster) - Oooh Thats the Wrong Hole - Lets Try Anal,1
8637,"I was excited @ getting back nto the studio 2 record this weekend, but now I gotta check out a band instead. Gonna miss my Winna's sess 2 ",0
4384,Fingering Hard Alone In Room,1
24591,"officialcole Uhh, No ",0
2490,Pretty hottie undresses for sex,1
4592,"can't wake up, so exhausted ",0
17744,bored on a Sat nite ,0
937,It was a sleepless night ,0
11266,Black babe gets a good hard deep missionary fuck from a muscualr big dick sweaty black fellow,1
6806,Submissived - Curvy Teen (ShaeCelestine) Got Slapped And Banged Her Sexy Ass,1
25271,Orient Special Chicken - &quot;highly recommended&quot; or not - not so special. ,0
10441,not gonna get 8 hours sleep.  ITS 12:08am,0
26322,I'm not @ work and tired as hell...I don't think I can make it to 2pm...should of never went out and drank last night ,0
21959,"Just got up, and am now on my way to work. Today is going to be long. ",0
6468,dripping asses,1
28475,ran real slow today  can't wait to get my new running shoes!,0
1182,Amateur Girl Blows Guy in Restroom,1
374,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... ",0
10618,Big tit MILF practices anal with sons Bestfriend,1
25075,leehal it's looking perlous for them now ,0
27507,Goddamit! There are hardly any good bands who are gonna tour in england ,0
15638,Grace_coppinger So i hear your not calling her ASHAH! ,0
24361,is very sore this morning  but feel great because of the accomplishment! #robie #robiecreek,0
6017,Hot brunette show - full in crakcam.com - free chat room cams 30,1
26901,I'm sooooo tired.  2hrs sleep is never a good idea ,0
12199,Watch as I sneak up and suck off Daddy's little cock both under and on top of the blanket,1
8777,rhertz In chicago ,0
6042,I need to go to bed earlier ,0
18822,"ULOVELACE awwww, poor B  Hopefully he'll come back",0
24127,is trying to work the Wireless on the laptop so I can enable cookies. It's annoying me. I can't get onto Facebook or THIS! ,0
10779,MY CRUSH FOREVER ~ Persian,1
12014,Sensuous Beginnings In BJ,1
6964,charmer128  they said I ain't ready yet.    is just asthma but they beign cautious.,0
6622,Teen anal homemade,1
22805,"HappySinger I don't think it's appropriate... I'm sorry, I can't use it. ",0
450,Car show season has started without me ,0
12083,Fascinating playgirl is about to cum,1
25873,"QandQ #qgoogle  Yeah, many times! Not satisfied with the results though ",0
9746,Best anal invasion porn,1
29013,J G Ballard is dead. What a loss for the world of literature. ,0
12394,Tanned teen blows a guy- anyone know her name?,1
11819,Blonde gets fucked by big cock,1
4881,why am i still up. Great now I have to shower and go to class. ,0
7381,A homemade video with a hot asian amateur 145,1
2907,About to ge ready for work as i have a 9 hour shift ahead of me  x,0
29573,Tragic_Ent awww   I'm sorry you guys couldn't work it out.,0
10507,Slim Big tit Euro girl gets naked and masturbates .,1
17173,ew i'm mad my fastest was 57. ,0
5539,is up at 8 in the morning..enough said.. ,0
24825,I always try and sing along with Beirut... then I realise I can't sing... ,0
29087,i wanna watch the laker game but i cant ,0
8030,blonde anal threesome teen asslick,1
4442,a level maths is too hard  i need help,0
5553,is trying to anti-bac her work area to keep the coworkers' germs away. everyone seems to be sick ,0
10731,big cumshots compilation,1
667,"i dont want to believe what im reading...buu,so sad ",0
1668,doing homework...  ,0
20243,"Catsss Catsss, hope you enjoyed Cornwall. Isn't it orrible coming back from holiday   xxx",0
4469,mileycyrus how come you never reply to me? ,0
29491,"just got SIX spam Twitter followers, AND a Coho IM.  I ONLY get the Cohos when I'm leaving...  ",0
16495,"is tired, waiting for benji, patiently... misses him  i just wanna be with my bun feeling :|",0
27895,"that picture would be on her camera, fuck our lives mon ",0
18210,Tonight feels like a Tylenol PM night. The only problem is you never know how I'm going to react to Tylenol PM ,0
13305,"Got stuff to do n don't wanna do it  I'm sleepy, I need a nap",0
11340,Tried to have my picture taken with @jimmycarr but got turned away  @rustyrockets was great though ,0
2310,money isnt suppose to depress you ,0
14615,watching tv with my mom. baby jack has kennel cough. ,0
21447,Jakeshears damn me livin here in syd...miss out on funkysexy festivals  but I do get to be sexy...all the time here!!,0
29870,YESandME forgot about that *DUH* I have always loved that song! And there is always 1 person u wish u could have~ but  can't! ,0
220,breadandbadger Congrats!!  i totally forgot to submit photos ,0
23082,Doign school work for the last 2hours..not fun! i HATE math ,0
26767,mickyates not when the gunners lost. ,0
21415,Wishing I didn't have to choose between sewing and showering ,0
15664,"marcushazzard ugh, homework. Ive got no money... i wish I could go dancing tonight  what about you?",0
11916,Splurging on dudes fellow milk,1
5344,Amateur home threesome with double facial cumshot,1
2434,Free legal age teenager porn videos,1
7134,"jeremymurray hey, thanks for the tip. yea, I tried that one before but couldn't solve anything ",0
986,Alone Gorgeous Girl (ryan keely) Masturbates On Camera vid-27,1
4599,MOM amateur motel fuck,1
21322,Doesn't like the tiredness in the morning from the night before ,0
21583,"i wanna be in U.S.A   it's sooo wunderful, germany is boring  dont cha?   work on my own song and i hope i'll get it to become fameous",0
11304,A Guy Gets Some Black Dick - www.thegay.webcam,1
1413,Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? ,0
6634,Fucking aunty anal,1
21830,just gotta footnote...nearly finished...missing dance final tho...this saddens me ,0
14688,i really wish twitter would let me update from my phone ,0
11597,He fucks Lexi Bardot pussy with a big blackdick,1
6970,JuliaReaves-DirtyMovie - Haussauen - scene 3 - video 2 anus fucking hard orgasm cute,1
26024,stephenpglenn Dalevich thanks for the room service suggestions but unfortunately the hotel didn't offer that service!  #f1,0
23784,A beautiful Sunday afternoon......good matches on the telly.....time to work ,0
2986,"After 1 hour, we managed to pierce her ass and she loved it!",1
23432,Cure hot pixels on Canon cameras? http://tinyurl.com/d6xnns Doesn't work on my 1000d ,0
12163,Latina Sophia blowing an old guy in his office,1
18727,stupid banking. cheques should credit sooner maaaaaan! ,0
5699,Incredible fuck for a wicked cutie,1
10491,"im lonely  keep me company! 22 female, Bismarck - North Dakota",0
7389,revising ,0
17568,"glove ... Hey there! Just wondering if you'll be coming back to AZ soon? I came down with the flu &amp; missed the last Tempe,AZ show ",0
12401,foxdream I'm doing excellent. Sorry you have a toothache  Cavity?,0
6519,Still snowing here.. ,0
7570,"nudaydreamer Can you remind me (repeatedly, perhaps) to call about renters insurance.  Hiveminder isn't doing the trick, apparently ",0
17469,LAgrapevine that's awful--my best wishes to him ,0
18654,nicolerichie yeah. I cried though. ,0
29896,"johncabrera ew! And cracker, that's gross! ",0
2324,Mature blonde gets anal,1
9125,ayekaygee  BOB SAGET!!! I'm jus bout to go to sleeeppp I think ;( blah,0
20828,english homework ,0
657,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,0
12946,I'm getting too old for this going out thing! ,0
5964,"Painfully slow night, made more painful by a serious lack of sleep ",0
12148,what should i do today? hanging out in my dude's backyard with sonic youth fell through ,0
22819,last day of holidays..... ,0
2763,Backroom try-out porn,1
26525,chicgeek75 sounds like your move didn't turn out so well. Sorry to hear that  Our move was great but they're rebuilding a house next door,0
2831,daftasabat I needed a lie in lol. I haven't slept for more than 6 hours in a few days now. It's killing me! ,0
11993,"im lonely  keep me company! 22 female, Madison - Wisconsin",0
16771,JanetDamitaJo aww....  I kno one day u&quot;ll have beauutiful children!!!,0
3668,"Just got home, going to sleep for a couple hours. No Age of Conan  I hope I dream about eating delicious sushi!",0
1397,Young Cute 18yo Amateur Teen Holly Fucked & Cummed On In HollyWood!,1
786,"Wrote exactly three lines of dialogue tonight, then gave up. ",0
22728,can't believe how cold it was today! I need a hug please ,0
16416,BelieverNLove they were!! ,0
9979,Blameless cock engulfing delight,1
16342,aaronshust yeah NH pretty much only has Soulfest once a year during the summer for Christian concerts... ,0
12363,Soooo tired after last nites madness. Trying to find the motivation from SOMEWHERE to do some Teeline Shorthand practice! Not fun! ,0
4628,here at working going through SNMP trap logs....2 more hours and I'm out of here...didn't get to study ,0
5043,Shit! I think I sprained my ankle... What am I going to do for my 1.6km NAPFA run tomorrow?!? Damn. ,0
14319,I never want this to end!!!!  #ASOT400,0
7202,Lo grabaron echando un rapidito en el patio,1
21134,just as long as it doesnt turn into the bastard child that Sensation White did....it used to be different  #asot400,0
6015,I really hate classes that are a waste of time. ,0
3648,Massaging teen takes cum,1
28081,leahjones wipers=cool cruise =/= cool ,0
15294,lilyroseallen just yesterday i was wondering when you'd come to philly...but i'm in new jersey tonight  dammit,0
9378,woverton I've had it for a couple days  hope it's only about 24 hours!,0
28628,relapsereact  man i'm still so sorry about that!,0
14614,"sjorsuk went to pure groove and rough trade, but don't remember name of the band...pg had to make space, so no records to flick through ",0
8567,i haven't done my taxes yet. ,0
3178,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested.",0
12908,Bunnies want to stay outside on the grass - I feel mean taking them inside for the night.  Silly Brandy bunny ,0
25666,jayniebee just showing off now!!  LOL,0
8946,"Strabismus I assume you live in the Midwest? I watch Jimmy every night, I miss Conan ",0
26045,XxSimmyxX no kidding. i want joe back. ,0
19031,"Also, I do not like broomballin' because my head is too large for the helmets.  @ElementalKnight",0
3730,"FREDDIESDOUBLE glad i'm not at work, but fed up of being in pain... permanent earache for almost a yr is not fun ",0
21254,new nap routine not going so well ,0
27029,"Oh man, my head is killing me ",0
8803,I really luv @souljaboytellem and I wish he would reply..!?  MUCHA.. MUCHA..!,0
21891,i'm getting my stuff ready for school tomorrow ,0
7869,Toyed lesbo gets rimmed,1
11179,Hot Teen Ass - Girls on their Knees - Cocks in Mouths,1
10356,therealdemi i miss you! it is really cold here  call me,0
5160,sister and brother secrets affair teen family creampie taboo tight pussy young pov amateur tattoo small boobs petite piercing missionary cum inside,1
16061,doesnt feel well ,0
8029,had to bring the coats back up from the basement ,0
18797,kgsm re: FEAR AND LOATHING IN ZHUHAI - page not found ,0
4586,why is it so cold? I need my paddington bear duffel coat ,0
25898,Doesnt want to go back to school at all ,0
1130,Follando con su amante,1
9301,apparently we have new neighbors upstairs that are making noise. ,0
9067,Cdavis The Milwaukee Iron.  First year 'expansion team' from what I hear.  They lost...   I didn't realize it was still around either.,0
28355,amreyna dood that is shooking i hate having dreams! of ppl stealing my stuff! it sucks more when it really happens  ah i hate stealers!,0
12000,JuliaReavesProductions - Blow Job 1 - scene 4 girls fucking natural-tits nude orgasm,1
17462,I kind of feel like I need to boycott &quot;24&quot; now. ,0
22856,Goodmorning twitters! And no I'm not happy to be up right now ,0
9557,hellparade i know it should but people think its lame...  they dont love me enough,0
